Data da Carga da Base;Exercício Financeiro (Lan-Ef);Ação (código);Ação (nome);Plano Orçamentário (código);Plano Orçamentário (nome);Grupo de Despesa (código);Grupo de Despesa (nome);Resultado Lei (código);Resultado Lei (nome);Modalidade de Aplicação (código);Modalidade de Aplicação (nome);Fonte (código);Fonte (nome);Valor dotação inicial;Valor dotação atualizada;Valor Total Empenhado;Valor Liquidado;Valor Pago
01/03/2021;2013;00MX;CONTRIBUICAO AO GRUPO BRASILEIRO DA UNIAO INTERPARLAMENTAR; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;50;TRANSF. A INST. PRIVADAS S/ FINS LUCRATIVOS;0;RECURSOS ORDINARIOS;435000;435000;0;0;0
01/03/2021;2013;00MY;CONTRIBUICAO AO GRUPO BRASILEIRO DA ASSOCIACAO INTERPARLAMEN; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;50;TRANSF. A INST. PRIVADAS S/ FINS LUCRATIVOS;0;RECURSOS ORDINARIOS;177000;177000;0;0;0
01/03/2021;2013;0166;CONTRIBUICAO A ASSOCIACAO INTERPARLAMENTAR DE TURISMO; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS ORDINARIOS;15000;15000;6277,92;6277,92;6277,92
01/03/2021;2013;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;716896168;857096168;843455132,6;843052867,8;836724038,3
01/03/2021;2013;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;56;CONTRIB.DO SERV.PARA O PLANO SEG.SOC.SERV.PUB;217392399;217392399;212597932,3;212597932,3;212597932,3
01/03/2021;2013;0181;APOSENTADORIAS E PENSOES CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;69;CONTR.PATRONAL PARA O PLANO SEG.SOC.SERV.PUB.;217416553;217416553;217416553;217416553;217416553
01/03/2021;2013;0284;AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL; -; -;2;JUROS E ENCARGOS DA DIVIDA;0;FINANCEIRO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;213948;213948;0;0;0
01/03/2021;2013;0284;AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL; -; -;2;JUROS E ENCARGOS DA DIVIDA;0;FINANCEIRO;90;APLICACOES DIRETAS;44;TITULOS DE RESPONSAB.DO TN-OUTRAS APLICACOES;0;192052;124985,9;124985,9;124985,9
01/03/2021;2013;0284;AMORTIZACAO E ENCARGOS DE FINANCIAMENTO DA DIVIDA CONTRATUAL; -; -;6;AMORTIZACAO/REFINANCIAMENTO DA DIVIDA;0;FINANCEIRO;90;APLICACOES DIRETAS;43;TITULOS DE RESP.DO TN-REFINANC.DIV.PUB.FED.;0;1624000;359462,2;359462,2;359462,2
01/03/2021;2013;0397;APOSENTADORIAS E PENSOES DO EXTINTO INSTITUTO DE PREVIDENCIA; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;22200000;22200000;21141765,07;21141765,07;21141765,07
01/03/2021;2013;09HB;CONTRIBUICAO DA UNIAO, DE SUAS AUTARQUIAS E FUNDACOES PARA O; -; -;1;PESSOAL E ENCARGOS SOCIAIS;0;FINANCEIRO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;214754752;224876512;205506048,2;205349216,5;205349216,5
01/03/2021;2013;0C04;PROVIMENTO DE CARGOS E FUNCOES E REESTRUTURACAO DE CARGOS, C; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;32631752;32631752;0;0;0
01/03/2021;2013;1I29;INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS ORDINARIOS;5080000;480000;400000;400000;400000
01/03/2021;2013;1I29;INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;48;OPERACOES DE CREDITO EXTERNAS-EM MOEDA;0;4600000;4600000;2453541,29;2453541,29
01/03/2021;2013;1I29;INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L; -; -;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;3876898;2000000;89121,22;89121,22;89121,22
01/03/2021;2013;1I29;INTERLEGIS II - IMPLEMENTACAO DO LEGISLATIVO ELETRONICO (E-L; -; -;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;48;OPERACOES DE CREDITO EXTERNAS-EM MOEDA;0;2876898;0;0;0
01/03/2021;2013;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;103152052;115152052;115152052;110427177,6;110197769,5
01/03/2021;2013;2004;ASSISTENCIA MEDICA E ODONTOLOGICA AOS SERVIDORES CIVIS, EMPR;0001;ASSISTENCIA MEDICA E ODONTOLOGICA DE CIVIS - COMPLEMENTACAO DA UNIAO;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;108868,02;108868,02;108868,02;108868,02;108868,02
01/03/2021;2013;2010;ASSISTENCIA PRE-ESCOLAR AOS DEPENDENTES DOS SERVIDORES CIVIS; -; -;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;5609628;6559628;6456268,69;6456268,69;6456268,69
01/03/2021;2013;2011;AUXILIO-TRANSPORTE AOS SERVIDORES CIVIS, EMPREGADOS E MILITA;0001;AUXILIO-TRANSPORTE - CIVIS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;1326000;1326000;58373,18;58373,18;58373,18
01/03/2021;2013;2012;AUXILIO-ALIMENTACAO AOS SERVIDORES CIVIS, EMPREGADOS E MILIT;0001;AUXILIO-ALIMENTACAO - CIVIS;3;OUTRAS DESPESAS CORRENTES;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;57387432;56437432;55249041,09;55249041,09;55249041,09
01/03/2021;2013;20TP;ATIVOS CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;1382662608;1364340848;1336519588;1334928159;1334927106
01/03/2021;2013;20TP;ATIVOS CIVIS DA UNIAO; -; -;1;PESSOAL E ENCARGOS SOCIAIS;1;PRIMARIO OBRIGATORIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;55838900,9;55838900,9;55838900,9;55838900,9;55838900,9
01/03/2021;2013;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;0002;RADIO E TV;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;44306247,39;44306247,39;39246930,74;34763295,02;34729795,02
01/03/2021;2013;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;0002;RADIO E TV;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;3244390,61;3244390,61;1359120,97;1264305,79;1264305,79
01/03/2021;2013;2549;COMUNICACAO E DIVULGACAO INSTITUCIONAL;0002;RADIO E TV;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;8400000;15400000;4787199,55;3381352,58;3380313,88
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA; @;VALOR NAO DETALHADO (REABERTURA DE CREDITO);4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;0;54847;54847;54847;54847
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0001;ADMINISTRACAO LEGISLATIVA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;80;TRANSFERENCIAS AO EXTERIOR;0;RECURSOS ORDINARIOS;4021,22;4021,22;3718,91;3718,91;3718,91
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0001;ADMINISTRACAO LEGISLATIVA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;295698739,9;302698739,9;213215443,7;185071749;184054604,2
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0001;ADMINISTRACAO LEGISLATIVA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;50;REC.PROPRIOS PRIMARIOS DE LIVRE APLICACAO;5959553;5959553;0;0;0
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0001;ADMINISTRACAO LEGISLATIVA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;1118969,88;1118969,88;471194,72;243455,36;243455,36
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0001;ADMINISTRACAO LEGISLATIVA;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;16021665;14029304;2635367,62;2194964,17;2152659,96
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0002;CAPACITACAO DE RECURSOS HUMANOS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;2211245,78;2211245,78;1247528,54;1216280,08;1216280,08
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0002;CAPACITACAO DE RECURSOS HUMANOS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;69132,22;69132,22;11269,72;10590,4;10590,4
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0003;TREINAMENTO E CAPACITACAO POR ENSINO A DISTANCIA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;1140189;1140189;0;0;0
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0004;GESTAO DO SISTEMA DE INFORMATICA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;34902367,21;34902367,21;15862620,46;13924849,1;13918508,81
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0004;GESTAO DO SISTEMA DE INFORMATICA;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;1669,79;1669,79;73,66;73,66;73,66
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0004;GESTAO DO SISTEMA DE INFORMATICA;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;13040379;26294198;14115993,03;2806812,27;2806812,27
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0005;REDE DE INTEGRACAO E PARTICIPACAO LEGISLATIVA - INTERLEGIS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;2765805;2765805;2176070,4;1417360,51;1416130,51
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0006;PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;23682527;23682527;15200971,67;13699197,65;13695636
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0006;PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS;3;OUTRAS DESPESAS CORRENTES;2;PRIMARIO DISCRICIONARIO;91;APLICACOES DIRETAS - OPERACOES INTERNAS;0;RECURSOS ORDINARIOS;14000;14000;4000;2000;2000
01/03/2021;2013;4061;PROCESSO LEGISLATIVO, FISCALIZACAO E REPRESENTACAO POLITICA;0006;PRODUCAO E DISTRIBUICAO DE DOCUMENTOS LEGISLATIVOS;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;5708800;5708800;522214,84;522214,84;521994,24
01/03/2021;2013;7122;CONSTRUCAO DO ANEXO III; -; -;4;INVESTIMENTOS;2;PRIMARIO DISCRICIONARIO;90;APLICACOES DIRETAS;0;RECURSOS ORDINARIOS;2000000;2000000;0;0;0
